-2.253432422876358032e-01,2.121248096227645874e-02,1.027018874883651733e-01,1.632153242826461792e-01,1.744577139616012573e-01,-1.756142675876617432e-01,1.395336985588073730e-01,2.287469357252120972e-01,-2.259421721100807190e-02,5.092040076851844788e-02,5.613780766725540161e-02,1.658851206302642822e-01,5.194447934627532959e-02,-1.774889081716537476e-01,-9.163049608469009399e-02,-1.379025131464004517e-01,2.510574758052825928e-01,-3.753983415663242340e-03,-1.559751331806182861e-01,-3.260990604758262634e-02
-8.984959870576858521e-02,4.164895042777061462e-03,-3.538950383663177490e-01,-8.530893176794052124e-02,-5.019475221633911133e-01,-1.709238439798355103e-01,-1.205072272568941116e-02,-4.217893183231353760e-01,-2.092847824096679688e-01,-2.964567579329013824e-02,-5.495649576187133789e-01,-5.666996240615844727e-01,-1.915992051362991333e-02,-1.643845289945602417e-01,-1.515158414840698242e-01,-1.094522103667259216e-01,-1.808505058288574219e-01,4.350396394729614258e-01,-3.886158764362335205e-01,7.292305827140808105e-01
4.629670083522796631e-01,6.354393064975738525e-02,-1.347086280584335327e-01,-7.527551054954528809e-02,-2.148795127868652344e-02,3.950904309749603271e-02,-1.038321554660797119e-01,1.073935702443122864e-01,-3.383100628852844238e-01,1.187663674354553223e-01,3.528597578406333923e-02,1.439750790596008301e-01,-1.261231452226638794e-01,1.717299669981002808e-01,-2.834185957908630371e-02,8.967135101556777954e-02,1.314054131507873535e-01,-2.112611234188079834e-01,-1.418281067162752151e-02,1.516313850879669189e-01
4.142251908779144287e-01,7.627750933170318604e-02,-1.545598357915878296e-01,-6.005869433283805847e-02,-2.696066200733184814e-01,1.968471258878707886e-01,-2.421365827322006226e-01,-1.155257895588874817e-01,-2.704290449619293213e-01,-1.841531097888946533e-01,3.674421608448028564e-01,-8.095035329461097717e-03,4.043629392981529236e-02,7.460000514984130859e-01,-1.269599348306655884e-01,1.192318350076675415e-01,-2.299149930477142334e-01,-3.588290512561798096e-01,-4.587519466876983643e-01,1.542083323001861572e-01
-3.151560723781585693e-01,1.638149321079254150e-01,1.856007277965545654e-01,1.895988583564758301e-01,-1.777429580688476562e-01,9.561032801866531372e-02,2.991784512996673584e-01,-4.027239046990871429e-03,4.597732797265052795e-02,-2.218901962041854858e-01,-1.936234831809997559e-01,-1.836879998445510864e-01,-2.947336435317993164e-01,-2.388031929731369019e-01,1.234997510910034180e-01,-3.594763278961181641e-01,-9.520079195499420166e-02,1.646819412708282471e-01,1.778495311737060547e-01,-3.053790330886840820e-01
-2.848175466060638428e-01,1.363866925239562988e-01,1.383385062217712402e-01,5.906114354729652405e-02,-6.308287382125854492e-02,-8.702449500560760498e-02,6.612828373908996582e-02,-2.939950823783874512e-01,-7.911036163568496704e-02,-1.875132620334625244e-01,1.336097121238708496e-01,-3.985553979873657227e-02,-2.326254695653915405e-01,2.091507017612457275e-01,8.634698390960693359e-02,2.099706679582595825e-01,-9.441582113504409790e-02,2.192557007074356079e-01,3.305089473724365234e-02,1.923618465662002563e-01
-2.952985167503356934e-01,-8.544146269559860229e-02,9.498476237058639526e-02,1.864474117755889893e-01,-1.665904223918914795e-01,-1.858839839696884155e-01,1.421221531927585602e-02,-1.766233444213867188e-01,2.070619165897369385e-01,1.237422749400138855e-01,-1.098071560263633728e-01,-2.601108141243457794e-02,-2.842059433460235596e-01,8.697219192981719971e-02,-1.484686434268951416e-01,2.866033837199211121e-02,-2.960198372602462769e-02,4.846528917551040649e-02,-1.335703954100608826e-02,-8.129873126745223999e-02
6.337368488311767578e-01,1.377038061618804932e-01,1.258580684661865234e-01,-7.983934879302978516e-01,6.886813640594482422e-01,5.231641530990600586e-01,-1.188410818576812744e-01,1.383291929960250854e-01,2.183790802955627441e-01,-9.736869335174560547e-01,-2.213002368807792664e-02,3.466971218585968018e-01,2.473791316151618958e-02,2.313509285449981689e-01,7.344660162925720215e-02,-1.455374598503112793e+00,3.560055047273635864e-02,-1.129513382911682129e+00,-4.043506085872650146e-01,6.361040472984313965e-01
-4.144627749919891357e-01,-1.504605114459991455e-01,6.949044018983840942e-02,1.420186012983322144e-01,-1.331794857978820801e-01,-1.621380746364593506e-01,2.437163740396499634e-01,-1.234864443540573120e-01,4.886996001005172729e-02,3.091537766158580780e-02,-2.091881483793258667e-01,2.302663475275039673e-01,-1.984882801771163940e-01,1.271241903305053711e-01,-1.625480204820632935e-01,6.498312577605247498e-03,-1.236801669001579285e-01,-1.107163056731224060e-01,9.179871529340744019e-02,-1.593741625547409058e-01
3.188968449831008911e-02,4.538661986589431763e-02,5.627521872520446777e-02,-1.020711541175842285e+00,9.508432149887084961e-01,6.574633121490478516e-01,-1.951502412557601929e-01,-5.803866982460021973e-01,-4.237198531627655029e-01,-4.593420922756195068e-01,1.244234740734100342e-01,-1.423091143369674683e-01,5.061946511268615723e-01,7.812637090682983398e-01,-6.885379552841186523e-02,-9.497701525688171387e-01,-8.468260616064071655e-02,5.087458342313766479e-02,-4.116981029510498047e-01,1.018779516220092773e+00
