2.463065832853317261e-02,2.903421521186828613e-01,3.946195170283317566e-02,1.129352375864982605e-01
-8.780608326196670532e-02,1.728262454271316528e-01,1.419562697410583496e-01,-3.711654841899871826e-01
-2.299647927284240723e-01,1.300810426473617554e-01,1.862776279449462891e-01,-7.772745192050933838e-02
6.887984275817871094e-02,-5.153246223926544189e-02,2.234562039375305176e-01,-5.381839871406555176e-01
1.985997557640075684e-01,4.018370236735790968e-05,1.422273218631744385e-01,-5.231747627258300781e-01
1.123671978712081909e-01,5.035274028778076172e-01,-1.680196821689605713e-02,1.621409356594085693e-01
2.583567202091217041e-01,3.120962679386138916e-01,-1.286031752824783325e-01,-2.411665469408035278e-01
-3.715167343616485596e-01,7.290221750736236572e-02,-9.352648258209228516e-02,-3.056255578994750977e-01
6.977503746747970581e-02,1.072945743799209595e-01,-1.077086031436920166e-01,-4.242285192012786865e-01
-1.205516606569290161e-01,2.750245630741119385e-01,8.705747313797473907e-03,-4.195871651172637939e-01
4.458427429199218750e-01,3.349753841757774353e-02,4.685753956437110901e-03,-3.636076748371124268e-01
9.168438613414764404e-02,-7.570942491292953491e-02,-1.130870208144187927e-01,-1.668586581945419312e-01
-9.538726881146430969e-03,-1.294958591461181641e-01,1.240908205509185791e-01,2.033143341541290283e-01
-1.640740782022476196e-01,-9.959992766380310059e-02,-5.391174554824829102e-02,4.005063474178314209e-01
-4.656924009323120117e-01,2.716430723667144775e-01,-9.326935559511184692e-02,1.983493715524673462e-01
3.657296597957611084e-01,1.347788274288177490e-01,-1.371768563985824585e-01,-2.548604905605316162e-01
-3.889331594109535217e-02,3.887341171503067017e-02,-2.618087828159332275e-01,1.500482857227325439e-01
1.671785861253738403e-01,8.038286119699478149e-02,1.534746736288070679e-01,-3.070397861301898956e-02
-2.779141664505004883e-01,4.517897665500640869e-01,-1.442444175481796265e-01,8.603066205978393555e-02
-4.319197535514831543e-01,2.222729176282882690e-01,-2.248339504003524780e-01,2.692285478115081787e-01
-4.421143606305122375e-02,1.082610040903091431e-01,-5.915016680955886841e-02,-9.401751449331641197e-04
2.109364569187164307e-01,-8.183614164590835571e-02,-7.375822961330413818e-02,5.341303348541259766e-02
1.758754625916481018e-02,8.672515302896499634e-02,1.315697878599166870e-01,-1.854648888111114502e-01
-2.419634610414505005e-01,2.483974993228912354e-01,-8.368396759033203125e-02,1.625175476074218750e-01
-4.501780122518539429e-02,1.120260208845138550e-01,-2.973442338407039642e-02,3.603390455245971680e-01
